Pre-Prod No.,Date,Weeks Taken (or parts thereof),Age Category,Project Age (Open and Closed),Open or closed,Completion date,Client,Project Description,Category,Raw Code,Works Order,Product Code,Sales Rep,Repeat Job,Machine,Material,Artwork required,Artwork Received,Size of Eyemark,Date Sent on Proof,Proof Approved (Conventional),Proof Approved (Digital),Digital trial sent,Sent on Trial,Trial approved,Revised Artwork After Trialling,"Product Material Colour (tube, jar etc.)",Diameter,Length,Cap_Lid Colour,Cap_Lid Diameter,Cap_Lid Material,Cap_Lid Style,Tube Shoulder colour,Orifice,Other Cap_Lid Info,Comments,Dust Controlled Area,Extrusion requested,Extrusion received,Injection trial requested,Injection trial received,Blowmould trial requested,Blowmould trial received,Masterbatch requested,Masterbatch received,New Mould_ Client or Product,Unit Order No,Order Qty x1000,Ordered Plates,Plates Arrived,Status,Qty_Including Waste,Artwork Order,Due for SAESA,Order,Digital Trial,Foil,Digital Trial No,T1_Date,Retrial T2,Retrial T3,Retrial T4,Retrial T5,Trial Comments
20000_5,,,,0,,,Saradox,GS Nourish & Flourish Hand Cream 75ml,Digital Laminate,C35LTSAA099F (Add 4),W00240978,C35LTSAA099F (Add 4),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,,,,,,11000,2,x,x,Repeat,,,,,,,,
20000_6,,,,0,,,Saradox,GS Nourish & Flourish Hand Cream 75ml,Digital Laminate,C35LTSAA099F (Add 5),W00246265,C35LTSAA099F (Add 5),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,210824/0,,,,,12000,2,x,x,Repeat,,,,,,,,
20008_1,,,,0,,,Nativa,ActiveEze Warming Gel 75ml,Digital Laminate,C35LTPSN008F (Add),W00241892,C35LTPSN008F (Add),Senate,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,35,120,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,208552/0,,,,,11000,PO105210,x,x,Repeat,,,,,,,,
20008_2,,,,0,,,Nativa,ActiveEze Warming Gel 75ml,Digital Laminate,C35LTPSN008F (Add 1),W00251471,C35LTPSN008F (Add 1),Senate,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,35,120,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,213233/0,,,,,11000,PO105210,x,x,Repeat,,,,,,,,
20015_1,,,,0,,,Sibhale Skin Solutions,Pomegranate Face Wash 150ml,Digital Laminate,C40LTPOR011F (Add),W00232080,C40LTPOR011F (Add),Senate,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,203078/0,,,,,44000,PO3492,x,x,Repeat,,Repeat,,,,,,
20015_2,,,,0,,,Sibhale Skin Solutions,Pomegranate Face Wash 150ml,Digital Laminate,C40LTPOR011F (Add 1),W00233928,C40LTPOR011F (Add 1),Senate,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,203876/0,,,,,55500,PO3492,x,x,Repeat,,,,,,,,
20019_1,,,,0,,,Saradox,GS Rock n Rooibos Hand Cream 75ml,Digital Laminate,C35LTSAA100F (Add),W00240792,C35LTSAA100F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,207818/0,,,,,6000,PO011223,x,x,Repeat,,,,,,,,
20019_2,,,,0,,,Saradox,GS Rock n Rooibos Hand Cream 75ml,Digital Laminate,C35LTSAA100F (Add 1),W00247890,C35LTSAA100F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,211412/0,,,,,11200,PO011223,x,x,Repeat,,,,,,,,
20019_3,,,,0,,,Saradox,GS Rock n Rooibos Hand Cream 75ml,Digital Laminate,C35LTSAA100F (Add 2),W00250247,C35LTSAA100F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,212679/0,,,,,16700,PO011223,x,x,Repeat,,,,,,,,
20020_1,,,,0,,,Saradox,GS Nature Nurture Purifying Gel Wash 150ml,Digital Laminate,C40LTSAA029F (Add),W00239272,C40LTSAA029F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,206872/0,,,,,3200,PO011297,x,x,Repeat,,,,,,,,
20020_2,,,,0,,,Saradox,GS Nature Nurture Purifying Gel Wash 150ml,Digital Laminate,C40LTSAA029F (Add 1),W00248364,C40LTSAA029F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,211702/0,,,,,3200,PO011297,x,x,Repeat,,,,,,,,
20020_3,,,,0,,,Saradox,GS Nature Nurture Purifying Gel Wash 150ml,Digital Laminate,C40LTSAA029F (Add 2),W00249723,C40LTSAA029F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,212426/0,,,,,3200,PO011297,x,x,Repeat,,,,,,,,
20021_1,,,,0,,,Saradox,GS Here We Glow Again Hand Cream 75ml,Digital Laminate,C35LTSAA102F (Add),W00236720,C35LTSAA102F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,205596/0,,,,,6200,PO011297,x,x,Repeat,,,,,,,,
20022_1,,,,0,,,Saradox,GS ECR Hand & Nail 75ml,Digital Laminate,C35LTSAA101F (Add),W00240789,C35LTSAA101F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,207821/0,,,,,11200,PO011297,x,x,Repeat,,,,,,,,
20022_2,,,,0,,,Saradox,GS ECR Hand & Nail 75ml,Digital Laminate,C35LTSAA101F (Add 1),W00247600,C35LTSAA101F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,211293/0,,,,,11200,PO011297,x,x,Repeat,,,,,,,,
20023_1,,,,0,,,Saradox,GS Spa Crème Coconut & Vitamin E 60ml,Digital Laminate,C35LTSAA103F (Add),W00249725,C35LTSAA103F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,120,,,,,,6,,,,,,,,,,,,,249725/0,,,,,3000,PO011297,x,x,Repeat,,,,,,,,
20024_1,,,,0,,,Saradox,GS Spa Oil & African Shea Butter 60ml,Digital Laminate,C35LTSAA104F (Add),W00245166,C35LTSAA104F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,120,,,,,,6,,,,,,,,,,,,,210117/0,,,,,5700,PO011297,x,x,Repeat,,,,,,,,
20031_1,,,,0,,,Creighton Prod.,Calming Hand Lotion 60ml,Digital Laminate,C35LTCRE039F (Add),W00235074,C35LTCRE039F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,204755/0,,,,,11000,PO18042,x,x,Repeat,,,,,,,,
20031_2,,,,0,,,Creighton Prod.,Calming Hand Lotion 60ml,Digital Laminate,C35LTCRE039F (Add 1),W00244524,C35LTCRE039F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209539/0,,,,,5700,PO18042,x,x,Repeat,,,,,,,,
20031_3,,,,0,,,Creighton Prod.,Calming Hand Lotion 60ml,Digital Laminate,C35LTCRE039F (Add 2),W00221449,C35LTCRE039F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,213410/0,,,,,3200,PO18042,x,x,Repeat,,,,,,,,
20032_1,,,,0,,,Creighton Prod.,Cool & Active Hand Lotion 60ml,Digital Laminate,C35LTCRE036F (Add),W00235064,C35LTCRE036F (Add),,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,204752/0,,,,,11000,PO18042,x,x,Repeat,,,x29/01/2025,,,,,
20032_2,,,,0,,,Creighton Prod.,Cool & Active Hand Lotion 60ml,Digital Laminate,C35LTCRE036F (Add 1),W00244517,C35LTCRE036F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209535/0,,,,,8200,PO18042,x,x,Repeat,,,,,,,,
20033_1,,,,0,,,Creighton Prod.,Energising Hand Lotion 60ml,Digital Laminate,C35LTCRE038F (Add),W00235071,C35LTCRE038F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,204754/0,,,,,11000,PO18042,x,x,Repeat,,,,,,,,
20033_2,,,,0,,,Creighton Prod.,Energising Hand Lotion 60ml,Digital Laminate,C35LTCRE038F (Add 1),W00244527,C35LTCRE038F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,210634/0,,,,,8000,PO18042,x,x,Repeat,,,,,,,,
20034_1,,,,0,,,Creighton Prod.,Nourishing Hand Lotion 60ml,Digital Laminate,C35LTCRE037F (Add),W00235068,C35LTCRE037F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,204753/0,,,,,11000,PO18042,x,x,Repeat,,,,,,,,
20034_2,,,,0,,,Creighton Prod.,Nourishing Hand Lotion 60ml,Digital Laminate,C35LTCRE037F (Add 1),W00244521,C35LTCRE037F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209538/0,,,,,5700,PO18042,x,x,Repeat,,,,,,,,
20036_1,,,,0,,,Concord Food And Drug Distributors,Medix Tissue Oil Cream 100ml,Digital Laminate,C40LTCOC005F (Add),W00250206,C40LTCOC005F (Add),Karen,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,40,125,,,,,,10,,,,,,,,,,,,,212748/0,,,,,27300,6627,X,x,Repeat,,,,,,,,
20041_1,,,,0,,,Aloe Ferox,Aloe Ferox Sun Care Lotion 150ml,Digital Laminate,C40LTALO060F (Add),W00252217,C40LTALO060F (Add),Warren,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,165,,,,,,10,,,,,,,,,,,,,213671/0,,,,,6000,POA10318,x,x,Repeat,,,,,,,,
20043_1,,,,0,,,Aloe Ferox,Aloe Ferox Cleansing Cream 50ml,Digital Laminate,C35LTALO145F (Add),W00252166,C35LTALO145F (Add),Warren,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,90,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,213669/0,,,,,3200,POA10318,x,x,Repeat,,,,,,,,
20073_1,,,,0,,,PD Pharma,U- Derm Healing Foot Cream 50g,Digital Laminate,C35LTZET025F (Add),W00256303,C35LTZET025F (Add),Wayne,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,35,115,,,35A (PP H510_02),35A (15/35),,6,,,,,,,,,,,,,215881/0,,,,,3300,PDDPO007646,,x,Repeat,,,,,,,,
20093_1,,,,0,,,Saradox,G/S In Good Hands Hand Cream 75ml,Digital Laminate,C35LTSAA105F (Add),W00240785,C35LTSAA105F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,207817/0,,,,,6000,PO011444,,x,Repeat,,,,,,,,
20093_2,,,,0,,,Saradox,G/S In Good Hands Hand Cream 75ml,Digital Laminate,C35LTSAA105F (Add 1),W00247862,C35LTSAA105F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,211644/0,,,,,6000,PO011444,,x,Repeat,,,,,,,,
20094_1,,,,0,,,Import Export Licence,Eva Glow Toothpaste 75ml,Digital Laminate,C35LTIEL002F (Add),W00247621,C35LTIEL002F (Add),Rob,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,35,140,,,35A (PP H510_02),35A (15/35),,6,,,,,,,,,,,,,211229/0,,,,,4000,Sarah3/02/25,,x,Repeat,,,,,,,,
20094_2,,,,0,,,Import Export Licence,Eva Glow Toothpaste 75ml,Digital Laminate,C35LTIEL002F (Add 1),W00252466,C35LTIEL002F (Add 1),Rob,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,35,140,,,35A (PP H510_02),35A (15/35),,6,,,,,,,,,,,,,213870/0,,,,,5200,Sarah3/02/25,,x,Repeat,,,,,,,,
20128_1,,,,0,,,PD Pharma,PD Pharm Pain Relief Gel 30g,Digital Laminate,C25LTZET008F (Add),W00242365,C25LTZET008F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,25,100,,,25A (PP H510_02),25A (11/25),,6,,,,,,,,,,,,,206957/0,,,,,3000,PDDPO007669,,x,Repeat,,,,,,,,
20128_2,,,,0,,,PD Pharma,PD Pharm Pain Relief Gel 30g,Digital Laminate,C25LTZET008F (Add 1),W00255384,C25LTZET008F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,25,100,,,,,,6,,,,,,,,,,,,,215451/0,,,,,11000,PDDPO007669,,x,Repeat,,,,,,,,
20155_1,,,,0,,,Creighton Prod.,CRLS Gifting Bloom Body Lotion 50ml,Digital Laminate,C35LTCRE043F (Add),W00239336,C35LTCRE043F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,207003/0,,,,,6700,PO18235,,x,Repeat,,,,,,,,
20155_2,,,,0,,,Creighton Prod.,CRLS Gifting Bloom Body Lotion 50ml,Digital Laminate,C35LTCRE043F (Add 1),W00243739,C35LTCRE043F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209389/0,,,,,7700,PO18235,,x,Repeat,,,,,,,,
20156_1,,,,0,,,Creighton Prod.,CRLS Gifting Bloom Body Wash 50ml,Digital Laminate,C35LTCRE040F (Add),W00239332,C35LTCRE040F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,207002/0,,,,,6600,PO18235,,x,Repeat,,,,,,,,
20156_2,,,,0,,,Creighton Prod.,CRLS Gifting Bloom Body Wash 50ml,Digital Laminate,C35LTCRE040F (Add 1),W00242753,C35LTCRE040F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,208954/0,,,,,3200,PO18235,,x,Repeat,,,,,,,,
20156_3,,,,0,,,Creighton Prod.,CRLS Gifting Bloom Body Wash 50ml,Digital Laminate,C35LTCRE040F (Add 2),W00243729,C35LTCRE040F (Add  2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209386/0,,,,,6600,PO18235,,x,Repeat,,,,,,,,
20157_1,,,,0,,,Creighton Prod.,CRLS Gifting Soleil Body Lotion 50ml,Digital Laminate,C35LTCRE044F (Add),W00239259,C35LTCRE044F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,206940/0,,,,,6700,PO 18235,,x,Repeat,,,,,,,,
20157_2,,,,0,,,Creighton Prod.,CRLS Gifting Soleil Body Lotion 50ml,Digital Laminate,C35LTCRE044F (Add 2),W00243742,C35LTCRE044F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209390/0,,,,,7200,PO 18235,,x,Repeat,,,,,,,,
20158_1,,,,0,,,Creighton Prod.,CRLS Gifting Soleil Body Wash 50ml,Digital Laminate,C35LTCRE041F (Add),W00239252,C35LTCRE041F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,206938/0,,,,,6700,PO18235,,x,Repeat,,,,,,,,
20158_2,,,,0,,,Creighton Prod.,CRLS Gifting Soleil Body Wash 50ml,Digital Laminate,C35LTCRE041F (Add 1),W00243733,C35LTCRE041F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209387/0,,,,,7200,PO18235,,x,Repeat,,,,,,,,
20159_1,,,,0,,,Creighton Prod.,CRLS Gifting Wild Body Lotion 50ml,Digital Laminate,C35LTCRE045F (Add),W00239262,C35LTCRE045F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,206941/0,,,,,5700,PO 18235,,x,Repeat,,,,,,,,
20159_2,,,,0,,,Creighton Prod.,CRLS Gifting Wild Body Lotion 50ml,Digital Laminate,C35LTCRE045F (Add 1),W00243745,C35LTCRE045F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209391/0,,,,,9200,PO 18235,,x,Repeat,,,,,,,,
20159_3,,,,0,,,Creighton Prod.,CRLS Gifting Wild Body Lotion 50ml,Digital Laminate,C35LTCRE045F (Add 2),W00247734,C35LTCRE045F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209391/0,,,,,1600,PO 18235,,x,Repeat,,,,,,,,
20160_1,,,,0,,,Creighton Prod.,CRLS Gifting Wild Body Wash 50ml,Digital Laminate,C35LTCRE042F (Add),W0023256,C35LTCRE042F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,206939/0,,,,,5700,PO18235,,x,Repeat,,,,,,,,
20160_2,,,,0,,,Creighton Prod.,CRLS Gifting Wild Body Wash 50ml,Digital Laminate,C35LTCRE042F (Add 1),W00243736,C35LTCRE042F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,110,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,209388/0,,,,,8200,PO18235,,x,Repeat,,,,,,,,
20163_1,,,,0,,,Serendipity,Zydus Foot Cream 50ml,Digital Laminate,C35LTSER000F (Add),W00240559,C35LTSER000F (Add),Senate,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,90,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,207569/0,,,,,3200,PO27834,,x,Repeat,,,,,,,,
20176_1,,,,0,,,Innovative Cosmetic Solutions,Clrs Red Carpet Hand & Nail Cream 50ml,Digital Laminate,C35LTHLS035F (Add),W00240176,C35LTHLS035F (Add),Senate,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,90,,,35A (PP H510_02),35A (15/35),,4,,,,,,,,,,,,,207593/0,,,,,1600,,,x,Repeat,,,,,,,,
20180_1,,,,0,,,Saradox,GS Nurture Exfoliating Scrub 150ml,Digital Laminate,C40LTSAA030F (Add 1),W00243788,C40LTSAA030F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,209244/0,,,,,3200,PO011616,,x,Repeat,,,,,,,,
20180_2,,,,0,,,Saradox,GS Nurture Exfoliating Scrub 150ml,Digital Laminate,C40LTSAA030F (Add 2),W00249719,C40LTSAA030F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,212425/0,,,,,3200,PO011616,,x,Repeat,,,,,,,,
20180_3,,,,0,,,Saradox,GS Nurture Exfoliating Scrub 150ml,Digital Laminate,C40LTSAA030F (Add 3),W00254187,C40LTSAA030F (Add 3),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,214861/0,,,,,3300,PO011616,,x,Repeat,,,,,,,,
20181_1,,,,0,,,African Caribean Aloe Products,Curaloe - Aloe Vera Soothing Gel 150ml,Digital Laminate,C40LTAFC002F (Add),W00246952,C40LTAFC002F (Add),Karen,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,180,,,,,,10,,,,,,,,,,,,,210857/0,,,,,8800,,,x,Repeat,,,,,,,,
20210_1,,,,0,,,Saradox,Goodstuff ECR Cream Cleanser 150ml,Digital Laminate,C40LTSAA031F (Add),W00246910,C40LTSAA031F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,211083/0,,,,,3600,PO011615  PO011615,,x,Repeat,,,,,,,,
20210_2,,,,0,,,Saradox,Goodstuff ECR Cream Cleanser 150ml,Digital Laminate,C40LTSAA031F (Add 1),W00254307,C40LTSAA031F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,214924/0,,,,,3700,PO011615  PO011615,,x,Repeat,,,,,,,,
20211_1,,,,0,,,Saradox,GS Bee Natural Cream Cleanser 150ml,Digital Laminate,C40LTSAA032F (Add),W00242863,C40LTSAA032F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,208821/0,,,,,3600,PO011615  PO011615,,x,Repeat,,,,,,,,
20211_2,,,,0,,,Saradox,GS Bee Natural Cream Cleanser 150ml,Digital Laminate,C40LTSAA032F (Add 1),W00247870,C40LTSAA032F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,211642/0,,,,,3300,PO011615  PO011615,,x,Repeat,,,,,,,,
20211_3,,,,0,,,Saradox,GS Bee Natural Cream Cleanser 150ml,Digital Laminate,C40LTSAA032F (Add 2),W00252202,C40LTSAA032F (Add 2),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,170,,,,,,10,,,,,,,,,,,,,213701/0,,,,,3500,PO011615  PO011615,,x,Repeat,,,,,,,,
20227_1,,,,0,,,Idexis,Tetracaine Oral Gel 25g 3/4/25 on hold,Digital Laminate,C25LTIDE003F (Add),W00245068,C25LTIDE003F (Add),Rob,x,DIGITAL,ABL White,,,,,,,,Repeat,Repeat,,ABL White,25,100,,,25A (PP H510_02),25A (11/25),,6,,,,,,,,,,,,,210023/0,,,,,3600,PRO012503POH00212,,x,Repeat,,,,,,,,
20231_1,,,,0,,,Eezysun,Eezysun Aftersun Gel 100ml,Digital Laminate,C40LTEEZ025F (Add),W00256287,C40LTEEZ025F (Add),Rob,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,120,,,,,,10,,,,,,,,,,,,,215800/0,,,,,9500,No Charge,,x,Repeat,,,,,,,,
20233_1,,,,0,,,Eezysun,Adult Sunscreen 100ml,Digital Laminate,C40LTEEZ027F (Add),W00255838,C40LTEEZ027F (Add),Rob,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,40,120,,,,,,10,,,,,,,,,,,,,215730/0,,,,,9400,No Charge,,x,Repeat,,,,,,,,
20251_1,,,,0,,,Mizosys,Eden Perfumes Luxurious Hand Lotion 75ml,Digital Laminate,C35LTMIZ001F (Add),W00242405,C35LTMIZ001F (Add),Senate,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,120,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,208744/0,,,,,11500,No Charge,,x,Repeat,,,,,,,,
20251_2,,,,0,,,Mizosys,Eden Perfumes Luxurious Hand Lotion 75ml,Digital Laminate,C35LTMIZ001F (Add 1),W00251030,C35LTMIZ001F (Add 1),Senate,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,120,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,213001/0,,,,,6000,No Charge,,x,Repeat,,,,,,,,
20263_1,,,,0,,,Saradox,GS Here We Glow Again Hand Cream 75ml,Digital Laminate,C35LTSAA106F (Add),W00241873,C35LTSAA106F (Add),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,208393/0,,,,,12300,PO011688,,x,Repeat,,,,,,,,
20263_2,,,,0,,,Saradox,GS Here We Glow Again Hand Cream 75ml,Digital Laminate,C35LTSAA106F (Add 1),W00247866,C35LTSAA106F (Add 1),Wayne,x,DIGITAL,PBL,,,,,,,,Repeat,Repeat,,PBL,35,125,,,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,,10,,,,,,,,,,,,,211643/0,,,,,11000,PO011688,,x,Repeat,,,,,,,,
